soru,cevap,dönem
"Haçlılar Gelibolu'yu hangi yılda ele geçirdi?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.",kuruluş
"Gelibolu'nun Bizans'a devri ne zaman oldu?","1366 yılında Savoyard Haçlı Seferi sonucu Gelibolu Haçlılara kaybedildi ve Bizans'a devredildi.",kuruluş
"1366-1372 Osmanlı-Bizans savaşları sırasında hangi yerler fethedildi?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen, Ferecik, İncüğez, Çatalca ve Küçükçekmece fethedildi.",kuruluş
"Çirmen, Ferecik, İncüğez, Çatalca ve Küçükçekmece ne zaman alındı?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen, Ferecik, İncüğez, Çatalca ve Küçükçekmece fethedildi.",kuruluş
"1366 yılında hangi fetihler yapıldı?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen, Ferecik, İncüğez, Çatalca ve Küçükçekmece fethedildi.",kuruluş
"1366-1372 Osmanlı-Bizans savaşları hakkında bilgi verir misin?","1366 yılında Osmanlı-Bizans Savaşı yeniden başladı ve Çirmen, Ferecik, İncüğez, Çatalca ve Küçükçekmece fethedildi.",kuruluş
"Bulgar Krallığı ile savaş ne zaman başladı?","1367 yılında Bulgar Krallığı ile savaş başladı.",kuruluş
"1367 yılında Osmanlı-Bulgar ilişkilerinde ne değişti?","1367 yılında Bulgar Krallığı ile savaş başladı.",kuruluş
"Osmanlı-Bulgar savaşının başlangıcı hangi yıldır?","1367 yılında Bulgar Krallığı ile savaş başladı.",kuruluş
"Bulgaristan'a karşı savaş ne zaman ilan edildi?","1367 yılında Bulgar Krallığı ile savaş başladı.",kuruluş
"1368 yılında Bulgarlardan hangi yerler, Bizans'tan hangi yer fethedildi?","1368 yılında Bulgarlardan Aydos ve Karin Ovası, Bizans'tan Süzebolu fethedildi.",kuruluş
"Aydos, Karin Ovası ve Süzebolu ne zaman alındı?","1368 yılında Bulgarlardan Aydos ve Karin Ovası, Bizans'tan Süzebolu fethedildi.",kuruluş
"1368 fetihleri hakkında bilgi verir misin?","1368 yılında Bulgarlardan Aydos ve Karin Ovası, Bizans'tan Süzebolu fethedildi.",kuruluş
"Aydos, Karin Ovası ve Süzebolu'nun fethi hangi yılda oldu?","1368 yılında Bulgarlardan Aydos ve Karin Ovası, Bizans'tan Süzebolu fethedildi.",kuruluş
"Bizans'tan Kırklareli, Pınarhisar ve Vize ne zaman fethedildi?","1369 yılında Bizans'tan Kırklareli, Pınarhisar ve Vize fethedildi.",kuruluş
"1369 yılındaki Trakya fetihleri nelerdir?","1369 yılında Bizans'tan Kırklareli, Pınarhisar ve Vize fethedildi.",kuruluş
"Kırklareli, Pınarhisar ve Vize'nin Osmanlı topraklarına katılması ne zaman oldu?","1369 yılında Bizans'tan Kırklareli, Pınarhisar ve Vize fethedildi.",kuruluş
"1369 Bizans fetihleri hakkında bilgi verir misin?","1369 yılında Bizans'tan Kırklareli, Pınarhisar ve Vize fethedildi.",kuruluş
"1369 yılında Bulgarlardan hangi şehirler alındı ve Sırplara karşı hangi zafer kazanıldı?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi, Yanbolu, İslimiye, İhtiman ve Samokov fethedildi, ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.",kuruluş
"Kızılcaağaç Yenicesi, Yanbolu, İslimiye, İhtiman ve Samokov ne zaman fethedildi?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi, Yanbolu, İslimiye, İhtiman ve Samokov fethedildi, ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.",kuruluş
"Çamurluova Zaferi ne zaman kazanıldı?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi, Yanbolu, İslimiye, İhtiman ve Samokov fethedildi, ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.",kuruluş
"1369 yılındaki Bulgar ve Sırp cephesindeki gelişmeler nelerdir?","1369 yılında Bulgar Krallığı'ndan Kızılcaağaç Yenicesi, Yanbolu, İslimiye, İhtiman ve Samokov fethedildi, ayrıca Sırplara karşı Çamurluova zaferi kazanıldı.",kuruluş
"Çirmen Zaferi hangi yılda ve hangi devlete karşı kazanıldı?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.",kuruluş
"Sırplara karşı kesin zafer ne zaman elde edildi?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.",kuruluş
"Çirmen Muharebesi'nin sonucu nedir?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.",kuruluş
"Çirmen Zaferi hakkında bilgi verir misin?","1371 yılında Sırplara karşı Çirmen zaferi kazanıldı.",kuruluş
"Bizans ne zaman Osmanlı'ya tâbi oldu ve barış yapıldı?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.",kuruluş
"1372 yılında Bizans'la ne oldu?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.",kuruluş
"Bizans'ın Osmanlı'ya vergi vermesi hangi yılda başladı?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.",kuruluş
"Osmanlı-Bizans barışı ve Bizans'ın tâbi oluşu hakkında bilgi verir misin?","1372 yılında Bizans'la barış yapıldı ve Bizans tâbi statüsüne girdi.",kuruluş
"Savcı Bey'in isyanı ne zaman oldu ve nasıl bastırıldı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.",kuruluş
"1373-1374 yıllarındaki isyanlar hakkında bilgi verir misin?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.",kuruluş
"Savcı Bey isyanı hangi yıllar arasında sürdü?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.",kuruluş
"Pikridion ve Kite zaferleri hangi isyanı bastırdı?","1373 yılında Savcı Bey'in isyanı başladı ve Pikridion zaferi kazanıldı; 1374 yılında Kite Zaferi ile isyan tamamen bastırıldı.",kuruluş
"Gelibolu ne zaman Bizans tarafından Osmanlılara iade edildi?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.",kuruluş
"1377 yılında Gelibolu'nun durumu ne oldu?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.",kuruluş
"Gelibolu'nun Osmanlılara geri verilmesi hangi yılda oldu?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.",kuruluş
"Bizans Gelibolu'yu hangi yıl Osmanlı'ya geri verdi?","1377 yılında Gelibolu Bizans tarafından Osmanlılara iade edildi.",kuruluş
"1381 Bursa Düğünü ile hangi beyliklerden hangi topraklar alındı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya, Simav, Emet, Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir, Beyşehir, Seydişehir, Yalvaç, Karaağaç ve Isparta satın alındı.",kuruluş
"1381 Bursa Düğünü'nün toprak kazanımları nelerdir?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya, Simav, Emet, Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir, Beyşehir, Seydişehir, Yalvaç, Karaağaç ve Isparta satın alındı.",kuruluş
"Germiyan ve Hamid beyliklerinden alınan yerler hakkında bilgi verir misin?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya, Simav, Emet, Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir, Beyşehir, Seydişehir, Yalvaç, Karaağaç ve Isparta satın alındı.",kuruluş
"Bursa Düğünü ile Osmanlı topraklarına hangi bölgeler katıldı?","1381 Bursa Düğünü ile Germiyan Beyliği'nden Kütahya, Simav, Emet, Tavşanlı ve Gediz devralındı; Hamid Beyliği'nden Akşehir, Beyşehir, Seydişehir, Yalvaç, Karaağaç ve Isparta satın alındı.",kuruluş
"I. Kosova Zaferi hangi yılda kazanıldı ve sonucunda kim öldü?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı, ancak I. Murat savaş alanında öldürüldü.",kuruluş
"Kosova Savaşı'nda Osmanlı zaferi ve I. Murat'ın ölümü hakkında bilgi verir misin?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı, ancak I. Murat savaş alanında öldürüldü.",kuruluş
"I. Kosova Muharebesi ne zaman yapıldı ve sonucu ne oldu?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı, ancak I. Murat savaş alanında öldürüldü.",kuruluş
"Kosova'da Osmanlı zaferi hangi yılda gerçekleşti ve hangi padişah şehit düştü?","1389 yılında I. Kosova Zaferi ile Sırp ordusu yenilgiye uğratıldı, ancak I. Murat savaş alanında öldürüldü.",kuruluş
"Yıldırım Bayezid ne zaman tahta geçti ve hangi kardeşini katletti?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.",kuruluş
"I. Murat'ın ölümünden sonra kim tahta çıktı?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.",kuruluş
"Yıldırım Bayezid tahta çıktığında ilk ne yaptı?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.",kuruluş
"Yıldırım Bayezid dönemi nasıl başladı?","1389 yılında I. Murat'ın vefatı üzerine Yıldırım Bayezid tahta geçti ve hemen ardından kardeşi Yakub'u katlederek tek başına yönetimi ele aldı.",kuruluş
"1390 yılında hangi Anadolu beylikleri ilhak edildi?","1390 yılında Aydın, Saruhan, Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.",kuruluş
"Aydın, Saruhan, Germiyan ve Menteşe beylikleri ne zaman Osmanlı topraklarına katıldı?","1390 yılında Aydın, Saruhan, Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.",kuruluş
"Yıldırım Bayezid hangi beylikleri ilhak etti?","1390 yılında Aydın, Saruhan, Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.",kuruluş
"1390 Anadolu birliği hareketi hakkında bilgi verir misin?","1390 yılında Aydın, Saruhan, Germiyan ve Menteşe beylikleri ilhak edilerek Anadolu Türk birliği sağlandı.",kuruluş
"İstanbul ilk kez ne zaman kuşatıldı?","1391 yılında İstanbul kuşatıldı.",kuruluş
"1391 yılındaki İstanbul kuşatması hakkında bilgi verir misin?","1391 yılında İstanbul kuşatıldı.",kuruluş
"Osmanlılar İstanbul'u ilk ne zaman kuşattı?","1391 yılında İstanbul kuşatıldı.",kuruluş
"İstanbul'un ilk kuşatması hangi padişah döneminde ve hangi yılda oldu?","1391 yılında İstanbul kuşatıldı.",kuruluş
"Niğbolu Zaferi hangi yılda kazanıldı ve hangi devlet ilhak edildi?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.",kuruluş
"Haçlılara karşı kesin zafer ne zaman elde edildi?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.",kuruluş
"Niğbolu Muharebesi'nin sonuçları nelerdir?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.",kuruluş
"Niğbolu Zaferi hakkında bilgi verir misin?","1396 yılında Niğbolu Zaferi ile Haçlı ordusu ağır yenilgiye uğratıldı ve Vidin Çarlığı ilhak edildi.",kuruluş
"Yıldırım Bayezid, Malatya ve Elbistan'ı hangi yılda ele geçirdi?","1399 yılında Yıldırım Beyazıt, Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.",kuruluş
"1399 yılında Memlüklere karşı ne yapıldı?","1399 yılında Yıldırım Beyazıt, Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.",kuruluş
"Yıldırım Bayezid'in Memlük topraklarına yönelik seferi ne zaman oldu?","1399 yılında Yıldırım Beyazıt, Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.",kuruluş
"Malatya ve Elbistan ne zaman Osmanlı toprağı oldu?","1399 yılında Yıldırım Beyazıt, Memlüklere ait Malatya ve Elbistan'ı ele geçirdi.",kuruluş
"1400 yılında Bursa'da hangi önemli eserler inşa edildi?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.",kuruluş
"Yıldırım Bayezid dönemindeki mimari eserler hakkında bilgi verir misin?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.",kuruluş
"Bursa Ulu Cami ne zaman ve kim tarafından yaptırıldı?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.",kuruluş
"İlk Osmanlı hastanesi (darüşşifa) nerede ve ne zaman kuruldu?","1400 yılında Bursa'da Yıldırım Bayezid tarafından Ulu Cami ve ilk Osmanlı darüşşifası inşa edildi.",kuruluş
"1402 Ankara Muharebesi'nde ne oldu ve hangi dönem başladı?","1402 Ankara Muharebesi'nde Yıldırım Bayezid, Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.",fetret
"Ankara Savaşı'nın sonuçları ve Fetret Devri hakkında bilgi verir misin?","1402 Ankara Muharebesi'nde Yıldırım Bayezid, Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.",fetret
"Yıldırım Bayezid hangi savaşta Timur'a yenildi ve esir düştü?","1402 Ankara Muharebesi'nde Yıldırım Bayezid, Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.",fetret
"Ankara Muharebesi'nden sonra Osmanlı'da hangi dönem başladı?","1402 Ankara Muharebesi'nde Yıldırım Bayezid, Timur'a yenilerek esir düştü ve bu olay Fetret Devri'nin başlangıcı oldu.",fetret
"Fetret Devri hangi yıllar arasında sürdü?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.",fetret
"1402-1413 arasındaki taht kavgaları dönemi nedir?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.",fetret
"Fetret Devri'nde ne yaşandı?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.",fetret
"Osmanlı'da iç savaş dönemi olan Fetret Devri hangi yıllar arasını kapsar?","1402 ile 1413 yılları arasında süren Fetret Devri'nde şehzadeler arasında taht kavgaları yaşandı.",fetret
"I. Mehmed, Musa Çelebi'yi ne zaman mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu?","1413 yılında I. Mehmed, Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.",fetret
"Fetret Devri'ni kim sonlandırdı?","1413 yılında I. Mehmed, Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.",fetret
"Osmanlı birliğini yeniden sağlayan padişah kimdir ve hangi yılda?","1413 yılında I. Mehmed, Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.",fetret
"Musa Çelebi'yi yenerek Fetret Devri'ni bitiren padişah hangisidir?","1413 yılında I. Mehmed, Musa Çelebi'yi mağlup ederek Osmanlı tahtında tek başına hakimiyet kurdu.",fetret
"1416 yılında hangi iki önemli olay yaşandı?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.",fetret
"Şeyh Bedreddin isyanı ve Gelibolu Muharebesi hakkında bilgi verir misin?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.",fetret
"Şeyh Bedreddin isyanı ne zaman oldu?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.",fetret
"Osmanlı donanması Venedik'e karşı ilk büyük yenilgisini ne zaman aldı?","1416 yılında Şeyh Bedreddin isyanı patlak verdi ve Çavlı Bey'in donanması Gelibolu Muharebesi'nde Venediklilere yenildi.",fetret
"Yeşil Cami hangi yıllar arasında ve kim tarafından yaptırıldı?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.",fetret
"Bursa'daki Yeşil Cami'nin inşa tarihi hakkında bilgi verir misin?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.",fetret
"Yeşil Cami'yi kim yaptırdı ve ne zaman?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.",fetret
"I. Mehmed döneminde Bursa'da yaptırılan önemli cami hangisidir?","1419-1424 yıllarında I. Mehmed tarafından Bursa'da Hacı İvaz'a Yeşil Cami yaptırıldı.",fetret
"I. Mehmed ne zaman öldü ve II. Murad ne zaman tahta geçti?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.",fetret
"1421 yılındaki taht değişikliği hakkında bilgi verir misin?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.",fetret
"Çelebi Mehmed'in ölümü ve yerine kimin geçtiği?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.",fetret
"II. Murad ne zaman padişah oldu?","1421 yılında I. Mehmed öldü ve II. Murad tahta geçti; hemen ardından Bizans ile savaş başladı.",fetret
"Osmanlılar tarafından yapılan ilk kapsamlı İstanbul Kuşatması hangi yılda gerçekleşti?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.",fetret
"1422 İstanbul Kuşatması hakkında bilgi verir misin?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.",fetret
"II. Murad'ın İstanbul kuşatması ne zaman oldu?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.",fetret
"İstanbul'un ilk ciddi kuşatması hangi padişah döneminde yapıldı?","1422 yılında Osmanlılar tarafından ilk kapsamlı İstanbul Kuşatması gerçekleştirildi.",fetret
"Turahan Bey'in Mora Seferi ne zaman oldu ve hangi zafer kazanıldı?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.",fetret
"Osmanlıların Mora'daki ilk büyük harekatı hakkında bilgi verir misin?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.",fetret
"Davia Zaferi hangi yılda ve kim tarafından kazanıldı?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.",fetret
"Turahan Bey'in Mora seferi sonucunda ne oldu?","1423 yılında Turahan Bey Mora Seferi'ne çıkarak Davia Zaferi ile Bizans'ın Mora'daki direncini kırdı.",fetret
"Selanik kesin olarak ne zaman fethedildi ve Venedik ile ne zaman barış yapıldı?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.",fetret
"1430 Selanik fethi ve Venedik barışı hakkında bilgi verir misin?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.",fetret
"Selanik'in Osmanlı topraklarına kesin katılışı hangi yılda oldu?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.",fetret
"Venedik ile barış ne zaman yapıldı ve hangi şehir alındı?","1430 yılında Selanik kesin olarak fethedildi ve Venedik ile barış antlaşması imzalandı.",fetret
"Edirne-Segedin Antlaşması ve Yenişehir Sevgendnamesi ne zaman imzalandı?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.",fetret
"1444 yılındaki barış antlaşmaları hakkında bilgi verir misin?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.",fetret
"Edirne-Segedin Antlaşması hangi yılda imzalandı ve kiminle yapıldı?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.",fetret
"Yenişehir Sevgendnamesi nedir ve ne zaman imzalanmıştır?","1444 yılında Edirne-Segedin Antlaşması ile Macaristan ile barış yapıldı ve Yenişehir Sevgendnamesi ile Karaman Beyliği ile anlaşmaya varıldı.",fetret
"Varna Zaferi ne zaman kazanıldı ve hangi Haçlı ordusu yenilgiye uğratıldı?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.",fetret
"II. Murad, Varna Muharebesi'ni ne zaman kazandı?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.",fetret
"Varna Savaşı'nın tarihi ve sonucu nedir?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.",fetret
"Varna Haçlı Seferi'nin sonu nasıl oldu?","1444 yılında Macar-Haçlı ordusuna karşı Varna zaferi kazanıldı.",fetret
"Buçuktepe Vakası ne zaman oldu ve sonucunda kim tahttan indirildi?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.",fetret
"1446 yılındaki askeri isyan hakkında bilgi verir misin?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.",fetret
"Buçuktepe Vakası nedir ve ne zaman gerçekleşti?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.",fetret
"II. Mehmed neden ve ne zaman tahttan indirildi?","1446 Buçuktepe Vakası ile II. Mehmed tahttan indirildi ve II. Murad ikinci kez padişah oldu.",fetret
"II. Kosova Zaferi ne zaman kazanıldı ve hangi devletlere karşı?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.",fetret
"II. Kosova Muharebesi ne zaman oldu ve sonucu nedir?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.",fetret
"1448 yılında kazanılan Kosova zaferinin önemi nedir?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.",fetret
"János Hunyadi'nin liderliğindeki Haçlı ordusu hangi savaşta yenildi?","1448 yılında II. Kosova Zaferi ile Macar-Haçlı ordusu kesin olarak yenilgiye uğratıldı.",fetret
"Fatih Sultan Mehmed İstanbul'u hangi yılda fethetti ve Ayasofya'ya ne yapıldı?","1453 yılında II. Mehmed İstanbul'u fethederek Bizans İmparatorluğu'na son verdi ve Ayasofya camiye çevrildi.",yükseliş
"İstanbul'un fethi hangi tarihte gerçekleşti ve kim tarafından yapıldı?","1453 yılında II. Mehmed İstanbul'u fethederek Bizans İmparatorluğu'na son verdi ve Ayasofya camiye çevrildi.",yükseliş
"Bizans İmparatorluğu hangi yılda ve hangi padişah döneminde yıkıldı?","1453 yılında II. Mehmed İstanbul'u fethederek Bizans İmparatorluğu'na son verdi ve Ayasofya camiye çevrildi.",yükseliş
"Fatih Sultan Mehmed İstanbul'u fethedince Ayasofya'yı ne yaptı?","1453 yılında II. Mehmed İstanbul'u fethederek Bizans İmparatorluğu'na son verdi ve Ayasofya camiye çevrildi.",yükseliş
"Atina Dükalığı ne zaman ilhak edildi?","1456 yılında Atina Dükalığı ilhak edilerek Osmanlı topraklarına katıldı.",yükseliş
"Atina hangi yılda ve kim tarafından fethedildi?","1456 yılında Atina Dükalığı ilhak edilerek Osmanlı topraklarına katıldı.",yükseliş
"1456'da hangi Yunan bölgesi Osmanlı toprağı oldu?","1456 yılında Atina Dükalığı ilhak edilerek Osmanlı topraklarına katıldı.",yükseliş
"Atina Dükalığı'nın fethi hakkında bilgi verir misin?","1456 yılında Atina Dükalığı ilhak edilerek Osmanlı topraklarına katıldı.",yükseliş
"Semendire'nin fethi ve Sırbistan'ın ilhakı ne zaman gerçekleşti?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Sırbistan hangi yılda kesin olarak Osmanlı toprağı oldu?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Fatih Sultan Mehmed Sırbistan'ı ne zaman ilhak etti?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Semendire'nin alınmasıyla hangi devlet yıkılmış oldu?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Trabzon Rum İmparatorluğu ne zaman ve kim tarafından sona erdirildi?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"1461 yılında hangi imparatorluk yıkıldı ve hangi bölgeler Osmanlı'ya katıldı?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Trabzon'un fethi hangi padişah döneminde ve hangi yılda oldu?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Fatih Sultan Mehmed Karadeniz'deki hakimiyetini hangi fetihle pekiştirdi?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Midilli hangi yılda ve kim tarafından fethedildi?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Fatih Sultan Mehmed Midilli Adası'nı ne zaman aldı?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Midilli'nin fethi hakkında bilgi verir misin?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Ege'de önemli bir ada olan Midilli hangi yıl Osmanlı toprağı oldu?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Bosna'nın fethi hangi yılda gerçekleşti?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Fatih Sultan Mehmed Bosna'yı ne zaman fethetti?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Bosna'nın Osmanlı topraklarına katılma tarihi nedir?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Bosna'nın fethi hakkında bilgi verir misin?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Kırım Hanlığı ne zaman Osmanlı'ya bağlandı?","1475 yılında Kırım Hanı Mengli Giray Han, Cenevizlilerin elinden kurtarılarak Kırım Hanlığı Osmanlı'ya bağlandı.",yükseliş
